SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT,STD_REPORT_DATE
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004011010,短期贷款,3752000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004011024,合同负债,173881000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004011997,流动负债其他项目,44790000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004011999,流动负债合计,756933000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004013999,净流动资产,4338782000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,5691751000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004020001,长期贷款,15000000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004020003,递延税项负债,25027000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),11000000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,5888737000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004020999,非流动负债合计,5939764000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004025999,总负债,6696697000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004027999,少数股东权益,103008000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004028999,净资产,-248013000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004030001,股本,437706000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004030002,储备,6643834000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),-2534467000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004030012,库存股,-4898094000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004030999,股东权益,-351021000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004036999,总权益,-248013000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,5691751000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2021-12-31 00:00:00,001,12-31,004039999,总权益及总负债,6448684000.0,2021-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,47658000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001004,无形资产,19916000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001019,其他投资,86638000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,20936000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001030,中长期存款,,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,38519000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004001999,非流动资产合计,213667000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002001,存货,28186000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002003,应收帐款,262699000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002005,预付款按金及其他应收款,169980000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,18201000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002010,现金及等价物,1052073000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002011,短期存款,95602000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),174408000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002023,合同资产,1193000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004002999,流动资产合计,1802342000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004009999,总资产,2016009000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011001,应付帐款,84968000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011003,应付税项,,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),21185000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011008,其他应付款及应计费用,73366000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011010,短期贷款,,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011024,合同负债,77099000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011997,流动负债其他项目,4713000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004011999,流动负债合计,261331000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004013999,净流动资产,1541011000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,1754678000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004020001,长期贷款,,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004020003,递延税项负债,995000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),17590000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,2919092000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004020999,非流动负债合计,2937677000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004025999,总负债,3199008000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004027999,少数股东权益,-4976000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004028999,净资产,-1182999000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004030001,股本,8851000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004030002,储备,2628252000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),-2068902000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004030012,库存股,-1746224000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004030999,股东权益,-1178023000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004036999,总权益,-1182999000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,1754678000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2020-12-31 00:00:00,001,12-31,004039999,总权益及总负债,2016009000.0,2020-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,32952000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001004,无形资产,3459000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001019,其他投资,68357000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,7754000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001030,中长期存款,,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,66707000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004001999,非流动资产合计,179229000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002001,存货,21009000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002003,应收帐款,179210000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002005,预付款按金及其他应收款,219205000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,336000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002010,现金及等价物,703786000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002011,短期存款,,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),71900000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002023,合同资产,1700000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004002999,流动资产合计,1197146000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004009999,总资产,1376375000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011001,应付帐款,15231000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011003,应付税项,,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),26731000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011008,其他应付款及应计费用,97176000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011010,短期贷款,,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011024,合同负债,20781000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011997,流动负债其他项目,4138000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004011999,流动负债合计,164057000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004013999,净流动资产,1033089000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,1212318000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020001,长期贷款,,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020003,递延税项负债,268000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),38835000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020012,指定以公允价值记账之金融负债,18135000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,1807613000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004020999,非流动负债合计,1864851000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004025999,总负债,2028908000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004027999,少数股东权益,-4618000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004028999,净资产,-652533000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004030001,股本,8057000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004030002,储备,1976894000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),-1319252000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004030012,库存股,-1313614000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004030999,股东权益,-647915000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004036999,总权益,-652533000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,1212318000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2019-12-31 00:00:00,001,12-31,004039999,总权益及总负债,1376375000.0,2019-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001002,物业厂房及设备,17808000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001004,无形资产,2313000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001019,其他投资,42585000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001022,指定以公允价值记账之金融资产,2793000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001030,中长期存款,,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,11243000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004001999,非流动资产合计,76742000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002001,存货,9505000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002003,应收帐款,92961000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002005,预付款按金及其他应收款,215522000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,1659000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002010,现金及等价物,32331000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002011,短期存款,,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002013,指定以公允价值记账之金融资产(流动),284806000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002023,合同资产,121000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004002999,流动资产合计,636905000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004009999,总资产,713647000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011001,应付帐款,8670000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),7484000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011008,其他应付款及应计费用,62870000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011010,短期贷款,,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011024,合同负债,8606000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011997,流动负债其他项目,,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004011999,流动负债合计,87630000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004013999,净流动资产,549275000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,626017000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004016999,总资产减总负债合计,-267460000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020001,长期贷款,,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020003,递延税项负债,101000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),2771000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020012,指定以公允价值记账之金融负债,16103000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,874502000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004020999,非流动负债合计,893477000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004025999,总负债,981107000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004027999,少数股东权益,-3458000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004028999,净资产,-267460000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004030001,股本,6062000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004030002,储备,890230000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),-602676000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004030012,库存股,-557618000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004030999,股东权益,-264002000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004036999,总权益,-267460000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,626017000.0,2018-12-31 00:00:00
06682.HK,06682,第四范式,10000071947,2018-12-31 00:00:00,001,12-31,004039999,总权益及总负债,713647000.0,2018-12-31 00:00:00
